order_id,customer_id,product_id,order_date,ship_date,quantity,discount,sales_channel
ORD00025,CUST134,PROD009,2024-01-04,2024-01-06,1,0.0,Online
ORD00026,CUST447,PROD004,2024-01-04,2024-01-07,2,0.0,Online
ORD00027,CUST143,PROD019,2024-01-04,2024-01-09,1,0.05,Online
ORD00028,CUST181,PROD009,2024-01-04,2024-01-06,1,0.1,Retail Store
ORD00029,CUST161,PROD002,2024-01-05,2024-01-09,1,0.2,Online
ORD00030,CUST462,PROD018,2024-01-05,2024-01-11,1,0.0,Retail Store
ORD00031,CUST486,PROD019,2024-01-05,2024-01-06,3,0.0,Mobile App
ORD00032,CUST080,PROD008,2024-01-05,2024-01-06,1,0.0,Mobile App
ORD00033,CUST194,PROD014,2024-01-05,2024-01-08,3,0.0,Online
ORD00034,CUST220,PROD013,2024-01-05,2024-01-11,1,0.0,Retail Store
ORD00035,CUST286,PROD011,2024-01-05,2024-01-06,1,0.0,Online
ORD00036,CUST268,PROD007,2024-01-05,2024-01-06,2,0.2,Retail Store
ORD00037,CUST109,PROD019,2024-01-05,2024-01-10,2,0.0,Mobile App
ORD00038,CUST466,PROD013,2024-01-05,2024-01-08,1,0.05,Mobile App
ORD00039,CUST129,PROD001,2024-01-05,2024-01-11,1,0.15,Mobile App
ORD00040,CUST474,PROD010,2024-01-05,2024-01-07,2,0.2,Mobile App
ORD00041,CUST069,PROD016,2024-01-05,2024-01-10,2,0.1,Mobile App
ORD00042,CUST207,PROD002,2024-01-05,2024-01-07,1,0.0,Online
ORD00043,CUST330,PROD019,2024-01-05,2024-01-09,1,0.2,Mobile App
ORD00044,CUST219,PROD007,2024-01-05,2024-01-06,1,0.0,Online
ORD00045,CUST416,PROD013,2024-01-05,2024-01-09,2,0.0,Online
ORD00046,CUST161,PROD001,2024-01-05,2024-01-09,1,0.15,Retail Store
ORD00047,CUST069,PROD008,2024-01-05,2024-01-06,1,0.0,Mobile App
ORD00048,CUST409,PROD015,2024-01-05,2024-01-06,1,0.2,Online
ORD00049,CUST384,PROD002,2024-01-06,2024-01-09,1,0.05,Mobile App
ORD00050,CUST052,PROD005,2024-01-06,2024-01-11,4,0.0,Mobile App
ORD00051,CUST418,PROD018,2024-01-06,2024-01-12,3,0.0,Online
ORD00052,CUST468,PROD019,2024-01-06,2024-01-10,4,0.0,Mobile App
ORD00053,CUST146,PROD009,2024-01-06,2024-01-10,1,0.2,Mobile App
ORD00054,CUST185,PROD016,2024-01-06,2024-01-08,1,0.0,Mobile App
ORD00055,CUST093,PROD001,2024-01-07,2024-01-13,1,0.1,Online
ORD00056,CUST294,PROD014,2024-01-07,2024-01-11,1,0.0,Mobile App
ORD00057,CUST443,PROD012,2024-01-07,2024-01-12,1,0.0,Online
ORD00058,CUST125,PROD005,2024-01-07,2024-01-12,4,0.05,Mobile App
ORD00059,CUST465,PROD003,2024-01-07,2024-01-08,1,0.05,Mobile App
ORD00060,CUST286,PROD017,2024-01-07,2024-01-11,1,0.0,Online
ORD00061,CUST358,PROD010,2024-01-07,2024-01-09,2,0.0,Online
ORD00062,CUST276,PROD007,2024-01-07,2024-01-11,2,0.0,Mobile App
ORD00063,CUST098,PROD004,2024-01-08,2024-01-09,1,0.15,Mobile App
ORD00064,CUST353,PROD001,2024-01-08,2024-01-14,1,0.0,Retail Store
ORD00065,CUST361,PROD013,2024-01-08,2024-01-11,2,0.1,Mobile App
ORD00066,CUST468,PROD016,2024-01-08,2024-01-10,2,0.0,Online
ORD00067,CUST237,PROD005,2024-01-08,2024-01-11,2,0.0,Online
ORD00068,CUST240,PROD007,2024-01-08,2024-01-13,3,0.05,Online
ORD00069,CUST317,PROD008,2024-01-08,2024-01-14,4,0.05,Mobile App
ORD00070,CUST358,PROD002,2024-01-08,2024-01-13,2,0.0,Online
ORD00071,CUST488,PROD020,2024-01-08,2024-01-10,1,0.0,Online
ORD00072,CUST195,PROD001,2024-01-08,2024-01-13,1,0.15,Online
ORD00073,CUST443,PROD004,2024-01-08,2024-01-10,2,0.1,Online
ORD00074,CUST061,PROD017,2024-01-08,2024-01-12,2,0.15,Mobile App
ORD00075,CUST421,PROD018,2024-01-09,2024-01-11,3,0.0,Mobile App
ORD00076,CUST446,PROD012,2024-01-09,2024-01-10,1,0.0,Retail Store
ORD00077,CUST059,PROD014,2024-01-09,2024-01-11,1,0.0,Retail Store
ORD00078,CUST309,PROD008,2024-01-09,2024-01-13,1,0.1,Retail Store
ORD00079,CUST221,PROD011,2024-01-09,2024-01-11,1,0.0,Retail Store
ORD00080,CUST064,PROD020,2024-01-09,2024-01-12,1,0.15,Retail Store
ORD00081,CUST106,PROD013,2024-01-09,2024-01-12,2,0.0,Retail Store
ORD00082,CUST484,PROD010,2024-01-09,2024-01-12,2,0.05,Retail Store
ORD00083,CUST172,PROD011,2024-01-09,2024-01-11,1,0.0,Online
ORD00084,CUST365,PROD019,2024-01-09,2024-01-15,1,0.0,Mobile App
ORD00085,CUST459,PROD015,2024-01-09,2024-01-11,4,0.15,Mobile App
ORD00086,CUST308,PROD010,2024-01-09,2024-01-12,3,0.0,Mobile App
ORD00087,CUST478,PROD005,2024-01-09,2024-01-12,3,0.0,Retail Store
ORD00088,CUST228,PROD001,2024-01-09,2024-01-15,1,0.0,Mobile App
ORD00089,CUST148,PROD004,2024-01-09,2024-01-13,3,0.0,Mobile App
ORD00090,CUST369,PROD017,2024-01-09,2024-01-10,3,0.0,Online
ORD00091,CUST363,PROD005,2024-01-10,2024-01-12,1,0.0,Online
ORD00092,CUST409,PROD009,2024-01-10,2024-01-15,2,0.0,Online
ORD00093,CUST235,PROD009,2024-01-10,2024-01-12,1,0.2,Retail Store
ORD00094,CUST407,PROD008,2024-01-10,2024-01-12,1,0.0,Mobile App
ORD00095,CUST449,PROD002,2024-01-10,2024-01-13,1,0.0,Mobile App
ORD00096,CUST445,PROD012,2024-01-10,2024-01-16,1,0.0,Mobile App
ORD00097,CUST350,PROD016,2024-01-10,2024-01-16,1,0.0,Mobile App
ORD00098,CUST339,PROD013,2024-01-11,2024-01-17,1,0.0,Mobile App
ORD00099,CUST269,PROD016,2024-01-11,2024-01-14,1,0.0,Mobile App
ORD00100,CUST291,PROD002,2024-01-11,2024-01-12,1,0.1,Retail Store
ORD00101,CUST270,PROD012,2024-01-11,2024-01-12,1,0.0,Mobile App
ORD00102,CUST447,PROD002,2024-01-11,2024-01-13,3,0.2,Retail Store
ORD00103,CUST020,PROD008,2024-01-11,2024-01-12,1,0.1,Mobile App
ORD00104,CUST195,PROD020,2024-01-11,2024-01-14,4,0.0,Retail Store
ORD00105,CUST211,PROD004,2024-01-11,2024-01-17,1,0.2,Retail Store
ORD00106,CUST296,PROD004,2024-01-12,2024-01-17,1,0.0,Retail Store
ORD00107,CUST318,PROD005,2024-01-12,2024-01-16,1,0.0,Mobile App
ORD00108,CUST426,PROD017,2024-01-12,2024-01-17,2,0.0,Mobile App
ORD00109,CUST161,PROD011,2024-01-12,2024-01-17,1,0.1,Mobile App
ORD00110,CUST122,PROD018,2024-01-12,2024-01-15,3,0.0,Online
ORD00111,CUST042,PROD006,2024-01-12,2024-01-18,2,0.2,Retail Store
ORD00112,CUST332,PROD012,2024-01-12,2024-01-17,3,0.0,Online
ORD00113,CUST380,PROD014,2024-01-12,2024-01-16,1,0.1,Retail Store
ORD00114,CUST367,PROD012,2024-01-12,2024-01-16,2,0.05,Mobile App
ORD00115,CUST335,PROD020,2024-01-12,2024-01-18,2,0.05,Online
ORD00116,CUST128,PROD016,2024-01-13,2024-01-18,4,0.1,Mobile App
ORD00117,CUST257,PROD001,2024-01-13,2024-01-14,1,0.15,Retail Store
ORD00118,CUST283,PROD014,2024-01-13,2024-01-14,1,0.0,Retail Store
ORD00119,CUST015,PROD006,2024-01-13,2024-01-16,1,0.0,Retail Store
ORD00120,CUST470,PROD014,2024-01-13,2024-01-16,1,0.0,Retail Store
ORD00121,CUST392,PROD009,2024-01-13,2024-01-17,1,0.05,Retail Store
ORD00122,CUST477,PROD018,2024-01-13,2024-01-16,1,0.0,Mobile App
ORD00123,CUST482,PROD019,2024-01-14,2024-01-20,1,0.1,Mobile App
ORD00124,CUST354,PROD005,2024-01-14,2024-01-16,2,0.1,Online
ORD00125,CUST115,PROD006,2024-01-14,2024-01-17,2,0.1,Mobile App
ORD00126,CUST056,PROD007,2024-01-14,2024-01-17,1,0.15,Retail Store
ORD00127,CUST500,PROD002,2024-01-14,2024-01-15,3,0.0,Online
ORD00128,CUST312,PROD020,2024-01-14,2024-01-20,2,0.2,Mobile App
ORD00129,CUST481,PROD020,2024-01-14,2024-01-15,4,0.0,Retail Store
ORD00130,CUST002,PROD011,2024-01-14,2024-01-16,3,0.0,Retail Store
ORD00131,CUST426,PROD006,2024-01-15,2024-01-16,1,0.05,Online
ORD00132,CUST103,PROD012,2024-01-15,2024-01-18,2,0.1,Online
ORD00133,CUST381,PROD011,2024-01-15,2024-01-17,3,0.0,Mobile App
ORD00134,CUST498,PROD019,2024-01-15,2024-01-18,2,0.0,Mobile App
ORD00135,CUST125,PROD005,2024-01-15,2024-01-17,2,0.0,Online
ORD00136,CUST445,PROD010,2024-01-15,2024-01-18,2,0.0,Mobile App
ORD00137,CUST418,PROD004,2024-01-16,2024-01-18,1,0.0,Online
ORD00138,CUST346,PROD011,2024-01-16,2024-01-22,2,0.1,Retail Store
ORD00139,CUST002,PROD004,2024-01-16,2024-01-20,1,0.0,Mobile App
ORD00140,CUST390,PROD018,2024-01-16,2024-01-17,1,0.1,Mobile App
ORD00141,CUST332,PROD013,2024-01-16,2024-01-18,1,0.0,Retail Store
ORD00142,CUST353,PROD005,2024-01-17,2024-01-23,2,0.05,Online
ORD00143,CUST462,PROD013,2024-01-17,2024-01-19,1,0.2,Online
ORD00144,CUST050,PROD017,2024-01-17,2024-01-18,1,0.0,Retail Store
ORD00145,CUST228,PROD014,2024-01-17,2024-01-21,1,0.15,Online
ORD00146,CUST074,PROD004,2024-01-17,2024-01-22,2,0.0,Retail Store
ORD00147,CUST058,PROD015,2024-01-17,2024-01-18,1,0.05,Mobile App
ORD00148,CUST449,PROD016,2024-01-17,2024-01-20,2,0.0,Online
ORD00149,CUST495,PROD015,2024-01-17,2024-01-18,1,0.0,Retail Store
ORD00150,CUST041,PROD004,2024-01-17,2024-01-20,1,0.0,Retail Store
ORD00151,CUST057,PROD008,2024-01-17,2024-01-21,1,0.0,Mobile App
ORD00152,CUST123,PROD004,2024-01-17,2024-01-22,1,0.0,Online
ORD00153,CUST475,PROD018,2024-01-18,2024-01-19,1,0.0,Online
ORD00154,CUST291,PROD005,2024-01-18,2024-01-22,1,0.05,Mobile App
ORD00155,CUST465,PROD012,2024-01-18,2024-01-22,3,0.15,Online
ORD00156,CUST441,PROD005,2024-01-18,2024-01-24,1,0.0,Online
ORD00157,CUST332,PROD010,2024-01-18,2024-01-24,1,0.15,Retail Store
ORD00158,CUST177,PROD015,2024-01-18,2024-01-19,1,0.0,Retail Store
ORD00159,CUST465,PROD018,2024-01-19,2024-01-22,2,0.2,Retail Store
ORD00160,CUST178,PROD019,2024-01-19,2024-01-22,2,0.05,Online
ORD00161,CUST309,PROD002,2024-01-19,2024-01-24,1,0.1,Mobile App
ORD00162,CUST110,PROD016,2024-01-19,2024-01-20,3,0.0,Retail Store
ORD00163,CUST315,PROD009,2024-01-19,2024-01-24,1,0.2,Mobile App
ORD00164,CUST158,PROD019,2024-01-19,2024-01-21,1,0.2,Mobile App
ORD00165,CUST302,PROD007,2024-01-19,2024-01-20,1,0.0,Mobile App
ORD00166,CUST480,PROD008,2024-01-19,2024-01-23,2,0.15,Mobile App
ORD00167,CUST388,PROD013,2024-01-20,2024-01-25,2,0.05,Online
ORD00168,CUST373,PROD003,2024-01-20,2024-01-25,2,0.2,Retail Store
ORD00169,CUST117,PROD013,2024-01-20,2024-01-22,1,0.0,Mobile App
ORD00170,CUST320,PROD013,2024-01-20,2024-01-21,1,0.05,Online
ORD00171,CUST209,PROD020,2024-01-20,2024-01-25,1,0.0,Online
ORD00172,CUST290,PROD005,2024-01-20,2024-01-21,4,0.05,Mobile App
ORD00173,CUST097,PROD011,2024-01-20,2024-01-22,1,0.1,Online
ORD00174,CUST269,PROD009,2024-01-21,2024-01-26,1,0.1,Online
ORD00175,CUST420,PROD016,2024-01-21,2024-01-25,1,0.0,Mobile App
ORD00176,CUST090,PROD007,2024-01-21,2024-01-26,1,0.0,Retail Store
ORD00177,CUST460,PROD012,2024-01-21,2024-01-24,2,0.0,Mobile App
ORD00178,CUST328,PROD007,2024-01-21,2024-01-23,2,0.2,Online
ORD00179,CUST324,PROD015,2024-01-22,2024-01-27,1,0.0,Retail Store
ORD00180,CUST343,PROD002,2024-01-22,2024-01-27,1,0.0,Retail Store
ORD00181,CUST335,PROD013,2024-01-22,2024-01-27,1,0.0,Online
ORD00182,CUST053,PROD010,2024-01-22,2024-01-27,3,0.1,Retail Store
ORD00183,CUST176,PROD011,2024-01-22,2024-01-26,1,0.05,Mobile App
ORD00184,CUST041,PROD005,2024-01-22,2024-01-24,2,0.15,Retail Store
ORD00185,CUST485,PROD016,2024-01-22,2024-01-23,1,0.15,Retail Store
ORD00186,CUST332,PROD010,2024-01-22,2024-01-25,1,0.0,Mobile App
ORD00187,CUST343,PROD007,2024-01-22,2024-01-27,1,0.0,Mobile App
ORD00188,CUST230,PROD014,2024-01-22,2024-01-24,1,0.0,Mobile App
ORD00189,CUST007,PROD008,2024-01-22,2024-01-27,2,0.0,Mobile App
ORD00190,CUST353,PROD005,2024-01-22,2024-01-27,1,0.0,Online
ORD00191,CUST223,PROD006,2024-01-23,2024-01-26,1,0.0,Online
ORD00192,CUST468,PROD006,2024-01-23,2024-01-28,1,0.05,Retail Store
ORD00193,CUST219,PROD019,2024-01-23,2024-01-27,1,0.0,Mobile App
ORD00194,CUST043,PROD015,2024-01-23,2024-01-29,2,0.1,Retail Store
ORD00195,CUST478,PROD009,2024-01-23,2024-01-29,1,0.0,Online
ORD00196,CUST381,PROD014,2024-01-23,2024-01-25,1,0.0,Online
ORD00197,CUST109,PROD003,2024-01-23,2024-01-25,1,0.2,Mobile App
ORD00198,CUST243,PROD014,2024-01-23,2024-01-24,1,0.0,Retail Store
ORD00199,CUST163,PROD007,2024-01-23,2024-01-28,1,0.2,Online
ORD00200,CUST207,PROD016,2024-01-23,2024-01-27,2,0.05,Retail Store
ORD00201,CUST231,PROD016,2024-01-24,2024-01-27,1,0.1,Online
ORD00202,CUST296,PROD013,2024-01-24,2024-01-29,1,0.15,Retail Store
ORD00203,CUST144,PROD013,2024-01-24,2024-01-28,2,0.0,Mobile App
ORD00204,CUST375,PROD014,2024-01-24,2024-01-27,2,0.0,Retail Store
ORD00205,CUST416,PROD005,2024-01-24,2024-01-26,1,0.05,Retail Store
ORD00206,CUST401,PROD006,2024-01-24,2024-01-26,1,0.2,Mobile App
ORD00207,CUST169,PROD020,2024-01-24,2024-01-27,1,0.0,Online
ORD00208,CUST267,PROD010,2024-01-24,2024-01-29,2,0.15,Online
ORD00209,CUST021,PROD002,2024-01-24,2024-01-29,2,0.1,Retail Store
ORD00210,CUST331,PROD004,2024-01-24,2024-01-25,1,0.0,Online
ORD00211,CUST459,PROD004,2024-01-24,2024-01-26,2,0.0,Online
ORD00212,CUST321,PROD016,2024-01-24,2024-01-28,3,0.1,Retail Store
ORD00213,CUST104,PROD009,2024-01-25,2024-01-31,1,0.2,Online
ORD00214,CUST093,PROD015,2024-01-25,2024-01-31,1,0.1,Retail Store
ORD00215,CUST238,PROD012,2024-01-25,2024-01-30,1,0.05,Mobile App
ORD00216,CUST235,PROD020,2024-01-25,2024-01-26,4,0.05,Retail Store
ORD00217,CUST308,PROD016,2024-01-25,2024-01-31,3,0.0,Retail Store
ORD00218,CUST330,PROD015,2024-01-25,2024-01-31,1,0.0,Retail Store
ORD00219,CUST267,PROD012,2024-01-25,2024-01-29,1,0.2,Retail Store
ORD00220,CUST173,PROD011,2024-01-25,2024-01-31,1,0.0,Mobile App
ORD00221,CUST397,PROD018,2024-01-25,2024-01-30,2,0.2,Mobile App
ORD00222,CUST234,PROD009,2024-01-25,2024-01-30,2,0.05,Retail Store
ORD00223,CUST043,PROD016,2024-01-25,2024-01-29,1,0.1,Mobile App
ORD00224,CUST067,PROD009,2024-01-25,2024-01-28,1,0.05,Online
ORD00225,CUST258,PROD005,2024-01-25,2024-01-30,2,0.05,Retail Store
ORD00226,CUST454,PROD009,2024-01-25,2024-01-29,1,0.0,Mobile App
ORD00227,CUST339,PROD020,2024-01-26,2024-01-29,2,0.1,Retail Store
ORD00228,CUST295,PROD019,2024-01-26,2024-01-27,2,0.0,Online
ORD00229,CUST179,PROD006,2024-01-26,2024-01-29,3,0.2,Retail Store
ORD00230,CUST015,PROD003,2024-01-26,2024-01-27,2,0.2,Retail Store
ORD00231,CUST326,PROD010,2024-01-26,2024-02-01,2,0.05,Retail Store
ORD00232,CUST320,PROD013,2024-01-27,2024-02-02,1,0.0,Retail Store
ORD00233,CUST048,PROD003,2024-01-27,2024-01-31,1,0.2,Retail Store
ORD00234,CUST428,PROD013,2024-01-27,2024-01-31,3,0.2,Retail Store
ORD00235,CUST477,PROD002,2024-01-27,2024-01-29,1,0.2,Mobile App
ORD00236,CUST017,PROD001,2024-01-27,2024-01-29,2,0.2,Retail Store
ORD00237,CUST391,PROD012,2024-01-27,2024-02-01,2,0.0,Mobile App
ORD00238,CUST496,PROD020,2024-01-27,2024-02-02,1,0.0,Mobile App
ORD00239,CUST209,PROD001,2024-01-27,2024-01-30,1,0.15,Online
ORD00240,CUST458,PROD005,2024-01-27,2024-01-28,1,0.2,Retail Store
ORD00241,CUST268,PROD010,2024-01-27,2024-01-29,3,0.1,Mobile App
ORD00242,CUST193,PROD018,2024-01-27,2024-02-02,1,0.0,Mobile App
ORD00243,CUST035,PROD005,2024-01-28,2024-02-02,1,0.0,Retail Store
ORD00244,CUST179,PROD019,2024-01-28,2024-02-03,1,0.0,Mobile App
ORD00245,CUST141,PROD010,2024-01-28,2024-02-02,1,0.0,Mobile App
ORD00246,CUST233,PROD009,2024-01-28,2024-01-30,1,0.05,Mobile App
ORD00247,CUST396,PROD012,2024-01-28,2024-01-30,3,0.05,Online
ORD00248,CUST345,PROD001,2024-01-28,2024-01-30,2,0.1,Online
ORD00249,CUST350,PROD018,2024-01-28,2024-02-03,1,0.15,Online
ORD00250,CUST363,PROD011,2024-01-28,2024-02-02,3,0.0,Online
ORD00251,CUST020,PROD007,2024-01-28,2024-02-03,2,0.1,Online
ORD00252,CUST285,PROD006,2024-01-28,2024-02-03,1,0.15,Retail Store
ORD00253,CUST009,PROD014,2024-01-29,2024-01-30,1,0.0,Retail Store
ORD00254,CUST094,PROD015,2024-01-29,2024-01-31,1,0.05,Retail Store
ORD00255,CUST151,PROD016,2024-01-29,2024-01-31,1,0.1,Mobile App
ORD00256,CUST206,PROD008,2024-01-29,2024-01-31,3,0.0,Retail Store
ORD00257,CUST170,PROD018,2024-01-29,2024-01-30,1,0.15,Online
ORD00258,CUST279,PROD015,2024-01-29,2024-02-03,2,0.1,Mobile App
ORD00259,CUST077,PROD007,2024-01-29,2024-01-31,2,0.0,Mobile App
ORD00260,CUST165,PROD002,2024-01-29,2024-02-03,1,0.2,Mobile App
ORD00261,CUST330,PROD016,2024-01-29,2024-02-03,2,0.2,Mobile App
ORD00262,CUST343,PROD005,2024-01-29,2024-02-03,1,0.0,Retail Store
ORD00263,CUST468,PROD019,2024-01-29,2024-02-04,2,0.1,Retail Store
ORD00264,CUST033,PROD004,2024-01-29,2024-02-02,1,0.0,Retail Store
ORD00265,CUST399,PROD017,2024-01-29,2024-02-04,1,0.0,Retail Store
ORD00266,CUST403,PROD020,2024-01-29,2024-02-04,2,0.15,Online
ORD00267,CUST319,PROD011,2024-01-30,2024-01-31,1,0.05,Online
ORD00268,CUST292,PROD020,2024-01-30,2024-02-01,1,0.2,Mobile App
ORD00269,CUST406,PROD005,2024-01-30,2024-02-02,4,0.0,Retail Store
ORD00270,CUST471,PROD015,2024-01-30,2024-01-31,2,0.05,Online
ORD00271,CUST344,PROD012,2024-01-30,2024-01-31,1,0.15,Mobile App
ORD00272,CUST252,PROD008,2024-01-30,2024-01-31,2,0.05,Online
ORD00273,CUST346,PROD015,2024-01-31,2024-02-02,2,0.0,Retail Store
ORD00274,CUST122,PROD009,2024-01-31,2024-02-06,2,0.05,Online
ORD00275,CUST035,PROD002,2024-01-31,2024-02-06,1,0.0,Retail Store
ORD00276,CUST212,PROD014,2024-01-31,2024-02-04,1,0.1,Retail Store
ORD00277,CUST181,PROD013,2024-01-31,2024-02-01,1,0.0,Mobile App
ORD00278,CUST073,PROD018,2024-01-31,2024-02-05,1,0.05,Retail Store
ORD00279,CUST290,PROD012,2024-01-31,2024-02-04,1,0.15,Retail Store
ORD00280,CUST215,PROD001,2024-02-01,2024-02-06,1,0.05,Mobile App
ORD00281,CUST024,PROD007,2024-02-01,2024-02-03,3,0.0,Online
ORD00282,CUST013,PROD001,2024-02-01,2024-02-04,1,0.0,Retail Store
ORD00283,CUST238,PROD001,2024-02-01,2024-02-07,1,0.0,Retail Store
ORD00284,CUST164,PROD012,2024-02-01,2024-02-04,2,0.2,Mobile App
ORD00285,CUST087,PROD014,2024-02-01,2024-02-07,2,0.15,Retail Store
ORD00286,CUST161,PROD010,2024-02-01,2024-02-05,3,0.0,Online
ORD00287,CUST162,PROD009,2024-02-01,2024-02-05,1,0.0,Mobile App
ORD00288,CUST411,PROD006,2024-02-01,2024-02-03,2,0.15,Mobile App
ORD00289,CUST222,PROD020,2024-02-01,2024-02-05,1,0.0,Retail Store
ORD00290,CUST173,PROD018,2024-02-02,2024-02-05,1,0.15,Mobile App
ORD00291,CUST419,PROD010,2024-02-02,2024-02-04,2,0.0,Online
ORD00292,CUST284,PROD006,2024-02-02,2024-02-08,2,0.0,Online
ORD00293,CUST127,PROD015,2024-02-02,2024-02-03,2,0.15,Retail Store
ORD00294,CUST381,PROD011,2024-02-02,2024-02-04,2,0.05,Retail Store
ORD00295,CUST305,PROD010,2024-02-02,2024-02-03,1,0.0,Retail Store
ORD00296,CUST424,PROD017,2024-02-02,2024-02-03,1,0.0,Retail Store
ORD00297,CUST386,PROD018,2024-02-03,2024-02-06,2,0.0,Retail Store
ORD00298,CUST426,PROD019,2024-02-03,2024-02-09,2,0.05,Retail Store
ORD00299,CUST197,PROD019,2024-02-03,2024-02-08,1,0.05,Mobile App
ORD00300,CUST146,PROD002,2024-02-03,2024-02-08,2,0.15,Retail Store
ORD00301,CUST469,PROD018,2024-02-03,2024-02-09,4,0.1,Retail Store
ORD00302,CUST168,PROD012,2024-02-03,2024-02-08,1,0.1,Online
ORD00303,CUST103,PROD002,2024-02-03,2024-02-07,1,0.05,Retail Store
ORD00304,CUST364,PROD012,2024-02-03,2024-02-09,2,0.05,Online
ORD00305,CUST206,PROD013,2024-02-03,2024-02-06,1,0.0,Online
ORD00306,CUST106,PROD010,2024-02-03,2024-02-09,2,0.15,Retail Store
ORD00307,CUST099,PROD008,2024-02-03,2024-02-07,2,0.0,Mobile App
ORD00308,CUST311,PROD012,2024-02-03,2024-02-04,2,0.15,Retail Store
ORD00309,CUST211,PROD014,2024-02-04,2024-02-07,3,0.0,Retail Store
ORD00310,CUST375,PROD019,2024-02-04,2024-02-05,1,0.0,Mobile App
ORD00311,CUST147,PROD007,2024-02-04,2024-02-09,1,0.15,Online
ORD00312,CUST199,PROD003,2024-02-04,2024-02-05,1,0.05,Retail Store
ORD00313,CUST151,PROD006,2024-02-04,2024-02-07,1,0.15,Mobile App
ORD00314,CUST376,PROD017,2024-02-04,2024-02-08,1,0.05,Retail Store
ORD00315,CUST283,PROD010,2024-02-04,2024-02-10,1,0.0,Online
ORD00316,CUST249,PROD020,2024-02-04,2024-02-09,1,0.2,Online
ORD00317,CUST207,PROD008,2024-02-04,2024-02-05,1,0.05,Mobile App
ORD00318,CUST171,PROD017,2024-02-05,2024-02-09,2,0.15,Mobile App
ORD00319,CUST260,PROD012,2024-02-05,2024-02-09,1,0.0,Retail Store
ORD00320,CUST118,PROD014,2024-02-05,2024-02-11,1,0.1,Online
ORD00321,CUST402,PROD009,2024-02-05,2024-02-06,1,0.05,Online
ORD00322,CUST496,PROD020,2024-02-05,2024-02-11,2,0.0,Retail Store
ORD00323,CUST306,PROD008,2024-02-06,2024-02-07,1,0.0,Retail Store
ORD00324,CUST149,PROD006,2024-02-06,2024-02-12,3,0.15,Mobile App
ORD00325,CUST098,PROD005,2024-02-06,2024-02-08,1,0.1,Online
ORD00326,CUST397,PROD003,2024-02-06,2024-02-09,1,0.0,Mobile App
ORD00327,CUST146,PROD003,2024-02-06,2024-02-09,1,0.05,Retail Store
ORD00328,CUST343,PROD014,2024-02-06,2024-02-11,1,0.1,Retail Store
ORD00329,CUST099,PROD009,2024-02-07,2024-02-12,2,0.1,Mobile App
ORD00330,CUST116,PROD006,2024-02-07,2024-02-11,2,0.2,Retail Store
ORD00331,CUST243,PROD009,2024-02-07,2024-02-13,1,0.0,Online
ORD00332,CUST215,PROD018,2024-02-07,2024-02-10,2,0.2,Retail Store
ORD00333,CUST427,PROD002,2024-02-07,2024-02-10,2,0.0,Online
ORD00334,CUST402,PROD012,2024-02-07,2024-02-10,1,0.1,Online
ORD00335,CUST043,PROD013,2024-02-07,2024-02-10,2,0.15,Online
ORD00336,CUST383,PROD007,2024-02-07,2024-02-10,1,0.05,Mobile App
ORD00337,CUST191,PROD013,2024-02-07,2024-02-08,1,0.0,Retail Store
ORD00338,CUST173,PROD005,2024-02-07,2024-02-10,2,0.1,Mobile App
ORD00339,CUST049,PROD014,2024-02-07,2024-02-10,1,0.2,Online
